timestamp,topic,message
2025-11-27T10:49:42.718000+00:00,bhkw/error,False
2025-11-27T10:49:42.718000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:42.722000+00:00,bhkw/sollwert,70
2025-11-27T10:49:43.646000+00:00,bhkw/warning,True
2025-11-27T10:49:43.696000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:43.705000+00:00,bhkw/sollwert,70
2025-11-27T10:49:43.707000+00:00,bhkw/error,False
2025-11-27T10:49:43.707000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:44.644000+00:00,bhkw/warning,True
2025-11-27T10:49:44.687000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:44.716000+00:00,bhkw/error,False
2025-11-27T10:49:44.717000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:44.719000+00:00,bhkw/sollwert,70
2025-11-27T10:49:45.652000+00:00,bhkw/warning,True
2025-11-27T10:49:45.692000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:45.698000+00:00,bhkw/error,False
2025-11-27T10:49:45.698000+00:00,bhkw/sollwert,70
2025-11-27T10:49:45.701000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:46.671000+00:00,bhkw/warning,True
2025-11-27T10:49:46.684000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:46.703000+00:00,bhkw/sollwert,70
2025-11-27T10:49:46.704000+00:00,bhkw/error,False
2025-11-27T10:49:46.705000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:47.652000+00:00,bhkw/warning,True
2025-11-27T10:49:47.685000+00:00,bhkw/temperatur/vorlauf,70.9
2025-11-27T10:49:47.693000+00:00,bhkw/sollwert,70
2025-11-27T10:49:47.701000+00:00,bhkw/error,False
2025-11-27T10:49:47.702000+00:00,bhkw/temperatur/ruecklauf,31.5
2025-11-27T10:49:48.662000+00:00,bhkw/warning,True
2025-11-27T10:49:48.688000+00:00,bhkw/temperatur/vorlauf,70.9
